Parameters:
num_ants = 30
num_iterations = 100
alpha = 0.9
beta = 0.7
rho = 0.15
Q = 125

Execution 1:
Best Solution: [0, 7, 1, 13, 2, 12, 3, 5, 4, 9, 14, 6, 11, 8, 10]
Cost: 2238
Execution Time: 1.1242663860321045 seconds

Results per Iteration:
Iteration, Best Cost, Prizes Collected, Penalties, Average Colony Cost, Worst Solution Cost
34, 2238, 674, 0.0, 4177.033333333334, 6442
35, 2238, 674, 0.0, 4347.3, 5770
36, 2238, 674, 0.0, 4175.766666666666, 6119
37, 2238, 674, 0.0, 4122.2, 5750
38, 2238, 674, 0.0, 4014.133333333333, 5507
39, 2238, 674, 0.0, 3780.0333333333333, 5303
40, 2238, 674, 0.0, 4099.433333333333, 5823
41, 2238, 674, 0.0, 3970.4666666666667, 5932
42, 2238, 674, 0.0, 4364.233333333334, 5623
43, 2238, 674, 0.0, 4041.5666666666666, 5377
44, 2238, 674, 0.0, 4028.233333333333, 5400
45, 2238, 674, 0.0, 3794.2, 4935
46, 2238, 674, 0.0, 3921.4, 5832
47, 2238, 674, 0.0, 3860.3333333333335, 5243
48, 2238, 674, 0.0, 3922.9666666666667, 5128
49, 2238, 674, 0.0, 3869.0333333333333, 5627
50, 2238, 674, 0.0, 3714.1666666666665, 4914
51, 2238, 674, 0.0, 3825.9666666666667, 5526
52, 2238, 674, 0.0, 3799.8, 5278
53, 2238, 674, 0.0, 3726.133333333333, 5660
54, 2238, 674, 0.0, 3817.866666666667, 5274
55, 2238, 674, 0.0, 3734.733333333333, 5389
56, 2238, 674, 0.0, 4002.633333333333, 5499
57, 2238, 674, 0.0, 3893.733333333333, 5211
58, 2238, 674, 0.0, 3871.133333333333, 5668
59, 2238, 674, 0.0, 3680.8, 4535
60, 2238, 674, 0.0, 3906.766666666667, 6962
61, 2238, 674, 0.0, 3777.733333333333, 5269
62, 2238, 674, 0.0, 3897.8333333333335, 5143
63, 2238, 674, 0.0, 4054.133333333333, 5435
64, 2238, 674, 0.0, 3819.766666666667, 5085
65, 2238, 674, 0.0, 3965.2, 5464
66, 2238, 674, 0.0, 3693.766666666667, 4709
67, 2238, 674, 0.0, 3975.766666666667, 5393
68, 2238, 674, 0.0, 3607.0, 4878
69, 2238, 674, 0.0, 3690.5333333333333, 6001
70, 2238, 674, 0.0, 3643.1, 4670
71, 2238, 674, 0.0, 3828.233333333333, 5199
72, 2238, 674, 0.0, 3841.3333333333335, 5160
73, 2238, 674, 0.0, 3535.3333333333335, 5188
74, 2238, 674, 0.0, 3711.633333333333, 4795
75, 2238, 674, 0.0, 3662.233333333333, 5615
76, 2238, 674, 0.0, 3939.1666666666665, 5676
77, 2238, 674, 0.0, 3749.2, 5490
78, 2238, 674, 0.0, 3968.866666666667, 5842
79, 2238, 674, 0.0, 3828.4666666666667, 5704
80, 2238, 674, 0.0, 3741.8333333333335, 4944
81, 2238, 674, 0.0, 3674.5, 5071
82, 2238, 674, 0.0, 3787.3333333333335, 4743
83, 2238, 674, 0.0, 3860.266666666667, 5819
84, 2238, 674, 0.0, 3674.0333333333333, 5742
85, 2238, 674, 0.0, 3840.9666666666667, 6054
86, 2238, 674, 0.0, 3780.9666666666667, 5217
87, 2238, 674, 0.0, 3598.133333333333, 4813
88, 2238, 674, 0.0, 3780.4, 5851
89, 2238, 674, 0.0, 3589.9333333333334, 4726
90, 2238, 674, 0.0, 3628.866666666667, 5140
91, 2238, 674, 0.0, 3831.1666666666665, 5023
92, 2238, 674, 0.0, 3597.733333333333, 4905
93, 2238, 674, 0.0, 3903.8, 5817
94, 2238, 674, 0.0, 3687.0, 5731
95, 2238, 674, 0.0, 3670.0, 4853
96, 2238, 674, 0.0, 3754.7, 5293
97, 2238, 674, 0.0, 3998.9333333333334, 5429
98, 2238, 674, 0.0, 3842.0333333333333, 5254
99, 2238, 674, 0.0, 3735.866666666667, 4721
100, 2238, 674, 0.0, 3790.9666666666667, 5215

Execution 5:
Best Solution: [0, 7, 1, 13, 2, 12, 3, 5, 4, 9, 14, 6, 11, 8, 10]
Cost: 2238
Execution Time: 1.1239972114562988 seconds

Results per Iteration:
Iteration, Best Cost, Prizes Collected, Penalties, Average Colony Cost, Worst Solution Cost
1, 4768, 674, 0.0, 6401.333333333333, 8569
2, 4768, 674, 0.0, 6590.333333333333, 8652
3, 4768, 674, 0.0, 6350.566666666667, 8358
4, 4470, 674, 0.0, 6398.433333333333, 8631
5, 3270, 674, 0.0, 6041.566666666667, 7698
6, 3270, 674, 0.0, 6370.733333333334, 8456
7, 3270, 674, 0.0, 6058.233333333334, 7530
8, 3270, 674, 0.0, 5777.766666666666, 7536
9, 3270, 674, 0.0, 5560.766666666666, 8609
10, 3270, 674, 0.0, 5721.366666666667, 7435
11, 3270, 674, 0.0, 5519.266666666666, 6570
12, 3270, 674, 0.0, 5515.5, 7654
13, 3022, 674, 0.0, 5443.866666666667, 7082
14, 3022, 674, 0.0, 5498.366666666667, 8524
15, 3022, 674, 0.0, 5215.266666666666, 7059
16, 2816, 674, 0.0, 5252.433333333333, 6886
17, 2816, 674, 0.0, 5176.733333333334, 6453
18, 2816, 674, 0.0, 4880.766666666666, 7125
19, 2816, 674, 0.0, 4847.9, 7327
20, 2816, 674, 0.0, 5089.333333333333, 7610
21, 2547, 674, 0.0, 4810.233333333334, 6738
22, 2547, 674, 0.0, 4697.833333333333, 6384
23, 2547, 674, 0.0, 4776.366666666667, 6469
24, 2547, 674, 0.0, 4834.333333333333, 6152
25, 2547, 674, 0.0, 4905.733333333334, 6475
26, 2547, 674, 0.0, 4444.766666666666, 6317
27, 2547, 674, 0.0, 4525.133333333333, 6746
28, 2547, 674, 0.0, 4553.866666666667, 6138
29, 2547, 674, 0.0, 4444.766666666666, 5895
30, 2547, 674, 0.0, 4638.766666666666, 5924
31, 2547, 674, 0.0, 4591.3, 7290
32, 2547, 674, 0.0, 4206.066666666667, 6057
33, 2547, 674, 0.0, 4493.1, 6661
34, 2547, 674, 0.0, 4226.766666666666, 5612
35, 2519, 674, 0.0, 4197.7, 6615
36, 2519, 674, 0.0, 4055.9666666666667, 5256
37, 2519, 674, 0.0, 4215.966666666666, 6199
38, 2519, 674, 0.0, 4337.766666666666, 5424
39, 2519, 674, 0.0, 4326.633333333333, 5812
40, 2519, 674, 0.0, 4446.233333333334, 6045
41, 2519, 674, 0.0, 4158.766666666666, 5857
42, 2519, 674, 0.0, 4212.6, 6349
43, 2519, 674, 0.0, 3798.733333333333, 5177
44, 2519, 674, 0.0, 4012.5666666666666, 5687
45, 2519, 674, 0.0, 4058.9666666666667, 4982
46, 2519, 674, 0.0, 3987.5666666666666, 5718
47, 2519, 674, 0.0, 4371.266666666666, 5986
48, 2519, 674, 0.0, 4236.1, 5657
49, 2519, 674, 0.0, 4395.866666666667, 5975
50, 2519, 674, 0.0, 4058.733333333333, 5360
51, 2485, 674, 0.0, 4131.766666666666, 5537
52, 2485, 674, 0.0, 4151.633333333333, 5375
53, 2485, 674, 0.0, 3904.6, 5422
54, 2485, 674, 0.0, 4191.166666666667, 5475
55, 2485, 674, 0.0, 4096.033333333334, 5925
56, 2475, 674, 0.0, 3900.9666666666667, 5556
57, 2475, 674, 0.0, 3919.0333333333333, 5656
58, 2475, 674, 0.0, 3941.9666666666667, 5398
